Sensor Number,Time Index,Moment,Speed
50,18,8,0.03630216047167778
50,18,9,-0.41933342814445496
50,18,10,0.1064000129699707
50,18,11,-0.6729224920272827
50,19,0,-1.0467774868011475
50,19,1,0.3111955523490906
50,19,2,-0.17811454832553864
50,19,3,-0.8213648796081543
50,19,4,0.1064000129699707
50,19,5,-0.21522514522075653
50,19,6,-0.14718905091285706
50,19,7,0.03630216047167778
50,19,8,-0.41933342814445496
50,19,9,0.1064000129699707
50,19,10,-0.6729224920272827
50,19,11,0.3043231964111328
50,20,0,0.3111955523490906
50,20,1,-0.17811454832553864
50,20,2,-0.8213648796081543
50,20,3,0.1064000129699707
50,20,4,-0.21522514522075653
50,20,5,-0.14718905091285706
50,20,6,0.03630216047167778
50,20,7,-0.41933342814445496
50,20,8,0.1064000129699707
50,20,9,-0.6729224920272827
50,20,10,0.3043231964111328
50,20,11,-0.3485483229160309
50,21,0,-0.17811454832553864
50,21,1,-0.8213648796081543
50,21,2,0.1064000129699707
50,21,3,-0.21522514522075653
50,21,4,-0.14718905091285706
50,21,5,0.03630216047167778
50,21,6,-0.41933342814445496
50,21,7,0.1064000129699707
50,21,8,-0.6729224920272827
50,21,9,0.3043231964111328
50,21,10,-0.3485483229160309
50,21,11,0.1806212067604065
50,22,0,-0.8213648796081543
50,22,1,0.1064000129699707
50,22,2,-0.21522514522075653
50,22,3,-0.14718905091285706
50,22,4,0.03630216047167778
50,22,5,-0.41933342814445496
50,22,6,0.1064000129699707
50,22,7,-0.6729224920272827
50,22,8,0.3043231964111328
50,22,9,-0.3485483229160309
50,22,10,0.1806212067604065
50,22,11,-0.5629652142524719
50,23,0,0.1064000129699707
50,23,1,-0.21522514522075653
50,23,2,-0.14718905091285706
50,23,3,0.03630216047167778
50,23,4,-0.41933342814445496
50,23,5,0.1064000129699707
50,23,6,-0.6729224920272827
50,23,7,0.3043231964111328
50,23,8,-0.3485483229160309
50,23,9,0.1806212067604065
50,23,10,-0.5629652142524719
50,23,11,-0.5863310694694519
51,0,0,0.04454902186989784
51,0,1,-0.7059097290039062
51,0,2,-0.7224032878875732
51,0,3,-0.5904544591903687
51,0,4,-0.6729224920272827
51,0,5,-0.3815355598926544
51,0,6,-0.5299779772758484
51,0,7,-0.4007781147956848
51,0,8,-0.17811454832553864
51,0,9,-0.6605522632598877
51,0,10,-0.5519695281982422
51,0,11,-0.06678276509046555
51,1,0,-0.7059097290039062
51,1,1,-0.7224032878875732
51,1,2,-0.5904544591903687
51,1,3,-0.6729224920272827
51,1,4,-0.3815355598926544
51,1,5,-0.5299779772758484
51,1,6,-0.4007781147956848
51,1,7,-0.17811454832553864
51,1,8,-0.6605522632598877
51,1,9,-0.5519695281982422
51,1,10,-0.06678276509046555
51,1,11,-0.7059097290039062
51,2,0,-0.7224032878875732
51,2,1,-0.5904544591903687
51,2,2,-0.6729224920272827
51,2,3,-0.3815355598926544
51,2,4,-0.5299779772758484
51,2,5,-0.4007781147956848
51,2,6,-0.17811454832553864
51,2,7,-0.6605522632598877
51,2,8,-0.5519695281982422
51,2,9,-0.06678276509046555
51,2,10,-0.7059097290039062
51,2,11,0.04454902186989784
51,3,0,-0.5904544591903687
51,3,1,-0.6729224920272827
51,3,2,-0.3815355598926544
51,3,3,-0.5299779772758484
51,3,4,-0.4007781147956848
51,3,5,-0.17811454832553864
51,3,6,-0.6605522632598877
51,3,7,-0.5519695281982422
51,3,8,-0.06678276509046555
51,3,9,-0.7059097290039062
51,3,10,0.04454902186989784
51,3,11,-0.9313221573829651
51,4,0,-0.6729224920272827
51,4,1,-0.3815355598926544
51,4,2,-0.5299779772758484
51,4,3,-0.4007781147956848
51,4,4,-0.17811454832553864
51,4,5,-0.6605522632598877
51,4,6,-0.5519695281982422
51,4,7,-0.06678276509046555
51,4,8,-0.7059097290039062
51,4,9,0.04454902186989784
51,4,10,-0.9313221573829651
51,4,11,-0.18429964780807495
51,5,0,-0.3815355598926544
51,5,1,-0.5299779772758484
51,5,2,-0.4007781147956848
51,5,3,-0.17811454832553864
51,5,4,-0.6605522632598877
51,5,5,-0.5519695281982422
51,5,6,-0.06678276509046555
51,5,7,-0.7059097290039062
51,5,8,0.04454902186989784
51,5,9,-0.9313221573829651
51,5,10,-0.18429964780807495
51,5,11,-0.7004119157791138
51,6,0,-0.5299779772758484
51,6,1,-0.4007781147956848
51,6,2,-0.17811454832553864
51,6,3,-0.6605522632598877
51,6,4,-0.5519695281982422
51,6,5,-0.06678276509046555
51,6,6,-0.7059097290039062
51,6,7,0.04454902186989784
51,6,8,-0.9313221573829651
51,6,9,-0.18429964780807495
51,6,10,-0.7004119157791138
51,6,11,0.08784471452236176
51,7,0,-0.4007781147956848
51,7,1,-0.17811454832553864
51,7,2,-0.6605522632598877
51,7,3,-0.5519695281982422
51,7,4,-0.06678276509046555
51,7,5,-0.7059097290039062
51,7,6,0.04454902186989784
51,7,7,-0.9313221573829651
51,7,8,-0.18429964780807495
51,7,9,-0.7004119157791138
51,7,10,0.08784471452236176
51,7,11,-0.5554056167602539
51,8,0,-0.17811454832553864
51,8,1,-0.6605522632598877
51,8,2,-0.5519695281982422
51,8,3,-0.06678276509046555
51,8,4,-0.7059097290039062
51,8,5,0.04454902186989784
51,8,6,-0.9313221573829651
51,8,7,-0.18429964780807495
51,8,8,-0.7004119157791138
51,8,9,0.08784471452236176
51,8,10,-0.5554056167602539
51,8,11,-0.6419969797134399
51,9,0,-0.6605522632598877
51,9,1,-0.5519695281982422
51,9,2,-0.06678276509046555
51,9,3,-0.7059097290039062
51,9,4,0.04454902186989784
51,9,5,-0.9313221573829651
51,9,6,-0.18429964780807495
51,9,7,-0.7004119157791138
51,9,8,0.08784471452236176
51,9,9,-0.5554056167602539
51,9,10,-0.6419969797134399
51,9,11,-0.4804971516132355
51,10,0,-0.5519695281982422
51,10,1,-0.06678276509046555
51,10,2,-0.7059097290039062
51,10,3,0.04454902186989784
51,10,4,-0.9313221573829651
51,10,5,-0.18429964780807495
51,10,6,-0.7004119157791138
51,10,7,0.08784471452236176
51,10,8,-0.5554056167602539
51,10,9,-0.6419969797134399
51,10,10,-0.4804971516132355
51,10,11,-0.26293882727622986
51,11,0,-0.06678276509046555
51,11,1,-0.7059097290039062
51,11,2,0.04454902186989784
51,11,3,-0.9313221573829651
51,11,4,-0.18429964780807495
51,11,5,-0.7004119157791138
51,11,6,0.08784471452236176
51,11,7,-0.5554056167602539
51,11,8,-0.6419969797134399
51,11,9,-0.4804971516132355
51,11,10,-0.26293882727622986
51,11,11,-0.5464714765548706
51,12,0,-0.7059097290039062
51,12,1,0.04454902186989784
51,12,2,-0.9313221573829651
51,12,3,-0.18429964780807495
51,12,4,-0.7004119157791138
51,12,5,0.08784471452236176
51,12,6,-0.5554056167602539
51,12,7,-0.6419969797134399
51,12,8,-0.4804971516132355
51,12,9,-0.26293882727622986
51,12,10,-0.5464714765548706
51,12,11,-0.023487068712711334
51,13,0,0.04454902186989784
51,13,1,-0.9313221573829651
51,13,2,-0.18429964780807495
51,13,3,-0.7004119157791138
51,13,4,0.08784471452236176
51,13,5,-0.5554056167602539
51,13,6,-0.6419969797134399
51,13,7,-0.4804971516132355
51,13,8,-0.26293882727622986
51,13,9,-0.5464714765548706
51,13,10,-0.023487068712711334
51,13,11,-0.3203718364238739
51,14,0,-0.9313221573829651
51,14,1,-0.18429964780807495
51,14,2,-0.7004119157791138
51,14,3,0.08784471452236176
51,14,4,-0.5554056167602539
51,14,5,-0.6419969797134399
51,14,6,-0.4804971516132355
51,14,7,-0.26293882727622986
51,14,8,-0.5464714765548706
51,14,9,-0.023487068712711334
51,14,10,-0.3203718364238739
51,14,11,-0.49355462193489075
51,15,0,-0.18429964780807495
51,15,1,-0.7004119157791138
51,15,2,0.08784471452236176
51,15,3,-0.5554056167602539
51,15,4,-0.6419969797134399
51,15,5,-0.4804971516132355
51,15,6,-0.26293882727622986
51,15,7,-0.5464714765548706
51,15,8,-0.023487068712711334
51,15,9,-0.3203718364238739
51,15,10,-0.49355462193489075
51,15,11,-0.8708456754684448
51,16,0,-0.7004119157791138
51,16,1,0.08784471452236176
51,16,2,-0.5554056167602539
51,16,3,-0.6419969797134399
51,16,4,-0.4804971516132355
51,16,5,-0.26293882727622986
51,16,6,-0.5464714765548706
51,16,7,-0.023487068712711334
51,16,8,-0.3203718364238739
51,16,9,-0.49355462193489075
51,16,10,-0.8708456754684448
51,16,11,-0.7285884022712708
51,17,0,0.08784471452236176
51,17,1,-0.5554056167602539
51,17,2,-0.6419969797134399
51,17,3,-0.4804971516132355
51,17,4,-0.26293882727622986
51,17,5,-0.5464714765548706
51,17,6,-0.023487068712711334
51,17,7,-0.3203718364238739
51,17,8,-0.49355462193489075
51,17,9,-0.8708456754684448
51,17,10,-0.7285884022712708
51,17,11,-0.5801460146903992
51,18,0,-0.5554056167602539
51,18,1,-0.6419969797134399
51,18,2,-0.4804971516132355
51,18,3,-0.26293882727622986
51,18,4,-0.5464714765548706
51,18,5,-0.023487068712711334
51,18,6,-0.3203718364238739
51,18,7,-0.49355462193489075
51,18,8,-0.8708456754684448
51,18,9,-0.7285884022712708
51,18,10,-0.5801460146903992
51,18,11,-0.5182949900627136
51,19,0,-0.6419969797134399
51,19,1,-0.4804971516132355
51,19,2,-0.26293882727622986
51,19,3,-0.5464714765548706
51,19,4,-0.023487068712711334
51,19,5,-0.3203718364238739
51,19,6,-0.49355462193489075
51,19,7,-0.8708456754684448
51,19,8,-0.7285884022712708
51,19,9,-0.5801460146903992
51,19,10,-0.5182949900627136
51,19,11,-0.3884079158306122
51,20,0,-0.4804971516132355
51,20,1,-0.26293882727622986
51,20,2,-0.5464714765548706
51,20,3,-0.023487068712711334
51,20,4,-0.3203718364238739
51,20,5,-0.49355462193489075
51,20,6,-0.8708456754684448
51,20,7,-0.7285884022712708
51,20,8,-0.5801460146903992
51,20,9,-0.5182949900627136
51,20,10,-0.3884079158306122
51,20,11,-0.458505779504776
51,21,0,-0.26293882727622986
51,21,1,-0.5464714765548706
51,21,2,-0.023487068712711334
51,21,3,-0.3203718364238739
51,21,4,-0.49355462193489075
51,21,5,-0.8708456754684448
51,21,6,-0.7285884022712708
51,21,7,-0.5801460146903992
51,21,8,-0.5182949900627136
51,21,9,-0.3884079158306122
51,21,10,-0.458505779504776
51,21,11,-0.6481820940971375
51,22,0,-0.5464714765548706
51,22,1,-0.023487068712711334
51,22,2,-0.3203718364238739
51,22,3,-0.49355462193489075
51,22,4,-0.8708456754684448
51,22,5,-0.7285884022712708
51,22,6,-0.5801460146903992
51,22,7,-0.5182949900627136
51,22,8,-0.3884079158306122
51,22,9,-0.458505779504776
51,22,10,-0.6481820940971375
51,22,11,-0.4749993085861206
51,23,0,-0.023487068712711334
51,23,1,-0.3203718364238739
51,23,2,-0.49355462193489075
51,23,3,-0.8708456754684448
51,23,4,-0.7285884022712708
51,23,5,-0.5801460146903992
51,23,6,-0.5182949900627136
51,23,7,-0.3884079158306122
51,23,8,-0.458505779504776
51,23,9,-0.6481820940971375
51,23,10,-0.4749993085861206
51,23,11,-1.2048410177230835
52,0,0,0.3785443902015686
52,0,1,0.42665067315101624
52,0,2,0.5950228571891785
52,0,3,0.4321485161781311
52,0,4,0.5702824592590332
52,0,5,0.39366358518600464
52,0,6,0.2507190704345703
52,0,7,0.31050828099250793
52,0,8,0.5826526284217834
52,0,9,0.2981380820274353
52,0,10,0.19024237990379333
52,0,11,0.3847294747829437
52,1,0,0.42665067315101624
52,1,1,0.5950228571891785
52,1,2,0.4321485161781311
52,1,3,0.5702824592590332
52,1,4,0.39366358518600464
52,1,5,0.2507190704345703
52,1,6,0.31050828099250793
52,1,7,0.5826526284217834
52,1,8,0.2981380820274353
52,1,9,0.19024237990379333
52,1,10,0.3847294747829437
52,1,11,0.5036208629608154
52,2,0,0.5950228571891785
52,2,1,0.4321485161781311
52,2,2,0.5702824592590332
52,2,3,0.39366358518600464
52,2,4,0.2507190704345703
52,2,5,0.31050828099250793
52,2,6,0.5826526284217834
52,2,7,0.2981380820274353
52,2,8,0.19024237990379333
52,2,9,0.3847294747829437
52,2,10,0.5036208629608154
52,2,11,0.42802518606185913
52,3,0,0.4321485161781311
52,3,1,0.5702824592590332
52,3,2,0.39366358518600464
52,3,3,0.2507190704345703
52,3,4,0.31050828099250793
52,3,5,0.5826526284217834
52,3,6,0.2981380820274353
52,3,7,0.19024237990379333
52,3,8,0.3847294747829437
52,3,9,0.5036208629608154
52,3,10,0.42802518606185913
52,3,11,0.5201146006584167
52,4,0,0.5702824592590332
52,4,1,0.39366358518600464
52,4,2,0.2507190704345703
52,4,3,0.31050828099250793
52,4,4,0.5826526284217834
52,4,5,0.2981380820274353
52,4,6,0.19024237990379333
52,4,7,0.3847294747829437
52,4,8,0.5036208629608154
52,4,9,0.42802518606185913
52,4,10,0.5201146006584167
52,4,11,0.6073930263519287
52,5,0,0.39366358518600464
52,5,1,0.2507190704345703
52,5,2,0.31050828099250793
52,5,3,0.5826526284217834
52,5,4,0.2981380820274353
52,5,5,0.19024237990379333
52,5,6,0.3847294747829437
52,5,7,0.5036208629608154
52,5,8,0.42802518606185913
52,5,9,0.5201146006584167
52,5,10,0.6073930263519287
52,5,11,0.580591082572937
52,6,0,0.2507190704345703
52,6,1,0.31050828099250793
52,6,2,0.5826526284217834
52,6,3,0.2981380820274353
52,6,4,0.19024237990379333
52,6,5,0.3847294747829437
52,6,6,0.5036208629608154
52,6,7,0.42802518606185913
52,6,8,0.5201146006584167
52,6,9,0.6073930263519287
52,6,10,0.580591082572937
52,6,11,0.7063546180725098
52,7,0,0.31050828099250793
52,7,1,0.5826526284217834
52,7,2,0.2981380820274353
52,7,3,0.19024237990379333
52,7,4,0.3847294747829437
52,7,5,0.5036208629608154
52,7,6,0.42802518606185913
52,7,7,0.5201146006584167
52,7,8,0.6073930263519287
52,7,9,0.580591082572937
52,7,10,0.7063546180725098
52,7,11,0.4960612654685974
52,8,0,0.5826526284217834
52,8,1,0.2981380820274353
52,8,2,0.19024237990379333
52,8,3,0.3847294747829437
52,8,4,0.5036208629608154
52,8,5,0.42802518606185913
52,8,6,0.5201146006584167
52,8,7,0.6073930263519287
52,8,8,0.580591082572937
52,8,9,0.7063546180725098
52,8,10,0.4960612654685974
52,8,11,0.5146165490150452
52,9,0,0.2981380820274353
52,9,1,0.19024237990379333
52,9,2,0.3847294747829437
52,9,3,0.5036208629608154
52,9,4,0.42802518606185913
52,9,5,0.5201146006584167
52,9,6,0.6073930263519287
52,9,7,0.580591082572937
52,9,8,0.7063546180725098
52,9,9,0.4960612654685974
52,9,10,0.5146165490150452
52,9,11,0.15725532174110413
52,10,0,0.19024237990379333
52,10,1,0.3847294747829437
52,10,2,0.5036208629608154
52,10,3,0.42802518606185913
52,10,4,0.5201146006584167
52,10,5,0.6073930263519287
52,10,6,0.580591082572937
52,10,7,0.7063546180725098
52,10,8,0.4960612654685974
52,10,9,0.5146165490150452
52,10,10,0.15725532174110413
52,10,11,0.5923720002174377
52,11,0,0.3847294747829437
52,11,1,0.5036208629608154
52,11,2,0.42802518606185913
52,11,3,0.5201146006584167
52,11,4,0.6073930263519287
52,11,5,0.580591082572937
52,11,6,0.7063546180725098
52,11,7,0.4960612654685974
52,11,8,0.5146165490150452
52,11,9,0.15725532174110413
52,11,10,0.5923720002174377
52,11,11,0.4046592712402344
52,12,0,0.5036208629608154
52,12,1,0.42802518606185913
52,12,2,0.5201146006584167
52,12,3,0.6073930263519287
52,12,4,0.580591082572937
52,12,5,0.7063546180725098
52,12,6,0.4960612654685974
52,12,7,0.5146165490150452
52,12,8,0.15725532174110413
52,12,9,0.5923720002174377
52,12,10,0.4046592712402344
52,12,11,0.40328478813171387
52,13,0,0.42802518606185913
52,13,1,0.5201146006584167
52,13,2,0.6073930263519287
52,13,3,0.580591082572937
52,13,4,0.7063546180725098
52,13,5,0.4960612654685974
52,13,6,0.5146165490150452
52,13,7,0.15725532174110413
52,13,8,0.5923720002174377
52,13,9,0.4046592712402344
52,13,10,0.40328478813171387
52,13,11,0.34761887788772583
52,14,0,0.5201146006584167
52,14,1,0.6073930263519287
52,14,2,0.580591082572937
52,14,3,0.7063546180725098
52,14,4,0.4960612654685974
52,14,5,0.5146165490150452
52,14,6,0.15725532174110413
52,14,7,0.5923720002174377
52,14,8,0.4046592712402344
52,14,9,0.40328478813171387
52,14,10,0.34761887788772583
52,14,11,0.2548424005508423
52,15,0,0.6073930263519287
52,15,1,0.580591082572937
52,15,2,0.7063546180725098
52,15,3,0.4960612654685974
52,15,4,0.5146165490150452
52,15,5,0.15725532174110413
52,15,6,0.5923720002174377
52,15,7,0.4046592712402344
52,15,8,0.40328478813171387
52,15,9,0.34761887788772583
52,15,10,0.2548424005508423
52,15,11,0.5146165490150452
52,16,0,0.580591082572937
52,16,1,0.7063546180725098
52,16,2,0.4960612654685974
52,16,3,0.5146165490150452
52,16,4,0.15725532174110413
52,16,5,0.5923720002174377
52,16,6,0.4046592712402344
52,16,7,0.40328478813171387
52,16,8,0.34761887788772583
52,16,9,0.2548424005508423
52,16,10,0.5146165490150452
52,16,11,0.3043231964111328
52,17,0,0.7063546180725098
52,17,1,0.4960612654685974
52,17,2,0.5146165490150452
52,17,3,0.15725532174110413
52,17,4,0.5923720002174377
52,17,5,0.4046592712402344
52,17,6,0.40328478813171387
52,17,7,0.34761887788772583
52,17,8,0.2548424005508423
52,17,9,0.5146165490150452
52,17,10,0.3043231964111328
52,17,11,0.23010200262069702
52,18,0,0.4960612654685974
52,18,1,0.5146165490150452
52,18,2,0.15725532174110413
52,18,3,0.5923720002174377
52,18,4,0.4046592712402344
52,18,5,0.40328478813171387
52,18,6,0.34761887788772583
52,18,7,0.2548424005508423
52,18,8,0.5146165490150452
52,18,9,0.3043231964111328
52,18,10,0.23010200262069702
52,18,11,0.3847294747829437
52,19,0,0.5146165490150452
52,19,1,0.15725532174110413
52,19,2,0.5923720002174377
52,19,3,0.4046592712402344
52,19,4,0.40328478813171387
52,19,5,0.34761887788772583
52,19,6,0.2548424005508423
52,19,7,0.5146165490150452
52,19,8,0.3043231964111328
52,19,9,0.23010200262069702
52,19,10,0.3847294747829437
52,19,11,0.2672125995159149
52,20,0,0.15725532174110413
52,20,1,0.5923720002174377
52,20,2,0.4046592712402344
52,20,3,0.40328478813171387
52,20,4,0.34761887788772583
52,20,5,0.2548424005508423
52,20,6,0.5146165490150452
52,20,7,0.3043231964111328
52,20,8,0.23010200262069702
52,20,9,0.3847294747829437
52,20,10,0.2672125995159149
52,20,11,0.5640973448753357
52,21,0,0.5923720002174377
52,21,1,0.4046592712402344
52,21,2,0.40328478813171387
52,21,3,0.34761887788772583
52,21,4,0.2548424005508423
52,21,5,0.5146165490150452
52,21,6,0.3043231964111328
52,21,7,0.23010200262069702
52,21,8,0.3847294747829437
52,21,9,0.2672125995159149
52,21,10,0.5640973448753357
52,21,11,0.5950228571891785
52,22,0,0.4046592712402344
52,22,1,0.40328478813171387
52,22,2,0.34761887788772583
52,22,3,0.2548424005508423
52,22,4,0.5146165490150452
52,22,5,0.3043231964111328
52,22,6,0.23010200262069702
52,22,7,0.3847294747829437
52,22,8,0.2672125995159149
52,22,9,0.5640973448753357
52,22,10,0.5950228571891785
52,22,11,0.48162931203842163
52,23,0,0.40328478813171387
52,23,1,0.34761887788772583
52,23,2,0.2548424005508423
52,23,3,0.5146165490150452
52,23,4,0.3043231964111328
52,23,5,0.23010200262069702
52,23,6,0.3847294747829437
52,23,7,0.2672125995159149
52,23,8,0.5640973448753357
52,23,9,0.5950228571891785
52,23,10,0.48162931203842163
52,23,11,0.3785443902015686
53,0,0,0.2981380820274353
53,0,1,0.2562169134616852
53,0,2,0.21154670417308807
53,0,3,0.234225332736969
53,0,4,0.31669339537620544
53,0,5,-0.08465080708265305
53,0,6,0.4871271550655365
53,0,7,0.2919529974460602
53,0,8,-0.14100395143032074
53,0,9,0.19917650520801544
53,0,10,-0.05716158077120781
53,0,11,-0.07915296405553818
53,1,0,0.2562169134616852
53,1,1,0.21154670417308807
53,1,2,0.234225332736969
53,1,3,0.31669339537620544
53,1,4,-0.08465080708265305
53,1,5,0.4871271550655365
53,1,6,0.2919529974460602
53,1,7,-0.14100395143032074
53,1,8,0.19917650520801544
53,1,9,-0.05716158077120781
53,1,10,-0.07915296405553818
53,1,11,0.08578295260667801
53,2,0,0.21154670417308807
53,2,1,0.234225332736969
53,2,2,0.31669339537620544
53,2,3,-0.08465080708265305
53,2,4,0.4871271550655365
53,2,5,0.2919529974460602
53,2,6,-0.14100395143032074
53,2,7,0.19917650520801544
53,2,8,-0.05716158077120781
53,2,9,-0.07915296405553818
53,2,10,0.08578295260667801
53,2,11,-0.09770826250314713
53,3,0,0.234225332736969
53,3,1,0.31669339537620544
53,3,2,-0.08465080708265305
53,3,3,0.4871271550655365
53,3,4,0.2919529974460602
53,3,5,-0.14100395143032074
53,3,6,0.19917650520801544
53,3,7,-0.05716158077120781
53,3,8,-0.07915296405553818
53,3,9,0.08578295260667801
53,3,10,-0.09770826250314713
53,3,11,-0.07915296405553818
53,4,0,0.31669339537620544
53,4,1,-0.08465080708265305
53,4,2,0.4871271550655365
53,4,3,0.2919529974460602
53,4,4,-0.14100395143032074
53,4,5,0.19917650520801544
53,4,6,-0.05716158077120781
53,4,7,-0.07915296405553818
53,4,8,0.08578295260667801
53,4,9,-0.09770826250314713
53,4,10,-0.07915296405553818
53,4,11,-0.011116869747638702
53,5,0,-0.08465080708265305
53,5,1,0.4871271550655365
53,5,2,0.2919529974460602
53,5,3,-0.14100395143032074
53,5,4,0.19917650520801544
53,5,5,-0.05716158077120781
53,5,6,-0.07915296405553818
53,5,7,0.08578295260667801
53,5,8,-0.09770826250314713
53,5,9,-0.07915296405553818
53,5,10,-0.011116869747638702
53,5,11,0.05829373002052307
53,6,0,0.4871271550655365
53,6,1,0.2919529974460602
53,6,2,-0.14100395143032074
53,6,3,0.19917650520801544
53,6,4,-0.05716158077120781
53,6,5,-0.07915296405553818
53,6,6,0.08578295260667801
53,6,7,-0.09770826250314713
53,6,8,-0.07915296405553818
53,6,9,-0.011116869747638702
53,6,10,0.05829373002052307
53,6,11,-0.283261239528656
53,7,0,0.2919529974460602
53,7,1,-0.14100395143032074
53,7,2,0.19917650520801544
53,7,3,-0.05716158077120781
53,7,4,-0.07915296405553818
53,7,5,0.08578295260667801
53,7,6,-0.09770826250314713
53,7,7,-0.07915296405553818
53,7,8,-0.011116869747638702
53,7,9,0.05829373002052307
53,7,10,-0.283261239528656
53,7,11,-0.9759923219680786
53,8,0,-0.14100395143032074
53,8,1,0.19917650520801544
53,8,2,-0.05716158077120781
53,8,3,-0.07915296405553818
53,8,4,0.08578295260667801
53,8,5,-0.09770826250314713
53,8,6,-0.07915296405553818
53,8,7,-0.011116869747638702
53,8,8,0.05829373002052307
53,8,9,-0.283261239528656
53,8,10,-0.9759923219680786
53,8,11,-0.07915296405553818
53,9,0,0.19917650520801544
53,9,1,-0.05716158077120781
53,9,2,-0.07915296405553818
53,9,3,0.08578295260667801
53,9,4,-0.09770826250314713
53,9,5,-0.07915296405553818
53,9,6,-0.011116869747638702
53,9,7,0.05829373002052307
53,9,8,-0.283261239528656
53,9,9,-0.9759923219680786
53,9,10,-0.07915296405553818
53,9,11,0.08028510957956314
53,10,0,-0.05716158077120781
53,10,1,-0.07915296405553818
53,10,2,0.08578295260667801
53,10,3,-0.09770826250314713
53,10,4,-0.07915296405553818
53,10,5,-0.011116869747638702
53,10,6,0.05829373002052307
53,10,7,-0.283261239528656
53,10,8,-0.9759923219680786
53,10,9,-0.07915296405553818
53,10,10,0.08028510957956314
53,10,11,0.28134989738464355
53,11,0,-0.07915296405553818
53,11,1,0.08578295260667801
53,11,2,-0.09770826250314713
53,11,3,-0.07915296405553818
53,11,4,-0.011116869747638702
53,11,5,0.05829373002052307
53,11,6,-0.283261239528656
53,11,7,-0.9759923219680786
53,11,8,-0.07915296405553818
53,11,9,0.08028510957956314
53,11,10,0.28134989738464355
53,11,11,0.11327236890792847
53,12,0,0.08578295260667801
53,12,1,-0.09770826250314713
53,12,2,-0.07915296405553818
53,12,3,-0.011116869747638702
53,12,4,0.05829373002052307
53,12,5,-0.283261239528656
53,12,6,-0.9759923219680786
53,12,7,-0.07915296405553818
53,12,8,0.08028510957956314
53,12,9,0.28134989738464355
53,12,10,0.11327236890792847
53,12,11,0.27339768409729004
53,13,0,-0.09770826250314713
53,13,1,-0.07915296405553818
53,13,2,-0.011116869747638702
53,13,3,0.05829373002052307
53,13,4,-0.283261239528656
53,13,5,-0.9759923219680786
53,13,6,-0.07915296405553818
53,13,7,0.08028510957956314
53,13,8,0.28134989738464355
53,13,9,0.11327236890792847
53,13,10,0.27339768409729004
53,13,11,-0.7347734570503235
53,14,0,-0.07915296405553818
53,14,1,-0.011116869747638702
53,14,2,0.05829373002052307
53,14,3,-0.283261239528656
53,14,4,-0.9759923219680786
53,14,5,-0.07915296405553818
53,14,6,0.08028510957956314
53,14,7,0.28134989738464355
53,14,8,0.11327236890792847
53,14,9,0.27339768409729004
53,14,10,-0.7347734570503235
53,14,11,0.2610274851322174
53,15,0,-0.011116869747638702
53,15,1,0.05829373002052307
53,15,2,-0.283261239528656
53,15,3,-0.9759923219680786
53,15,4,-0.07915296405553818
53,15,5,0.08028510957956314
53,15,6,0.28134989738464355
53,15,7,0.11327236890792847
53,15,8,0.27339768409729004
53,15,9,-0.7347734570503235
53,15,10,0.2610274851322174
53,15,11,-0.02967216819524765
53,16,0,0.05829373002052307
53,16,1,-0.283261239528656
53,16,2,-0.9759923219680786
53,16,3,-0.07915296405553818
53,16,4,0.08028510957956314
53,16,5,0.28134989738464355
53,16,6,0.11327236890792847
53,16,7,0.27339768409729004
53,16,8,-0.7347734570503235
53,16,9,0.2610274851322174
53,16,10,-0.02967216819524765
53,16,11,-0.5244801044464111
53,17,0,-0.283261239528656
53,17,1,-0.9759923219680786
53,17,2,-0.07915296405553818
53,17,3,0.08028510957956314
53,17,4,0.28134989738464355
53,17,5,0.11327236890792847
53,17,6,0.27339768409729004
53,17,7,-0.7347734570503235
53,17,8,0.2610274851322174
53,17,9,-0.02967216819524765
53,17,10,-0.5244801044464111
53,17,11,0.11258511245250702
53,18,0,-0.9759923219680786
53,18,1,-0.07915296405553818
53,18,2,0.08028510957956314
53,18,3,0.28134989738464355
53,18,4,0.11327236890792847
53,18,5,0.27339768409729004
53,18,6,-0.7347734570503235
53,18,7,0.2610274851322174
53,18,8,-0.02967216819524765
53,18,9,-0.5244801044464111
53,18,10,0.11258511245250702
53,18,11,-0.23378044366836548
53,19,0,-0.07915296405553818
53,19,1,0.08028510957956314
53,19,2,0.28134989738464355
53,19,3,0.11327236890792847
53,19,4,0.27339768409729004
53,19,5,-0.7347734570503235
53,19,6,0.2610274851322174
53,19,7,-0.02967216819524765
53,19,8,-0.5244801044464111
53,19,9,0.11258511245250702
53,19,10,-0.23378044366836548
53,19,11,-0.14100395143032074
53,20,0,0.08028510957956314
53,20,1,0.28134989738464355
53,20,2,0.11327236890792847
53,20,3,0.27339768409729004
53,20,4,-0.7347734570503235
53,20,5,0.2610274851322174
53,20,6,-0.02967216819524765
53,20,7,-0.5244801044464111
53,20,8,0.11258511245250702
53,20,9,-0.23378044366836548
53,20,10,-0.14100395143032074
53,20,11,-0.6289395093917847
53,21,0,0.28134989738464355
53,21,1,0.11327236890792847
53,21,2,0.27339768409729004
53,21,3,-0.7347734570503235
53,21,4,0.2610274851322174
53,21,5,-0.02967216819524765
53,21,6,-0.5244801044464111
53,21,7,0.11258511245250702
53,21,8,-0.23378044366836548
53,21,9,-0.14100395143032074
53,21,10,-0.6289395093917847
53,21,11,0.15588080883026123
